question,1,2,3,4,prompt,prompt_answer,answer,correct answer,evaluation,justificacion
"Mu jer de 52 años con hipertensión arterial de difícil control que consu lta por la aparición de lesiones eritematosas en las me jillas, el tórax y los brazos, junto a poliartral gias, tras iniciar tratamiento con hidralazina. Los análisis de autoinmunidad básica detectan positividad de los anticuerpos antinucleares de 1:160 (N <1:80). Ante la sospecha de lupus inducido por fárma-cos, ¿cuál de los si guientes autoan ticuerpos debe investigarse?:",Anticuerpos antihistona.,Anticuerpos anticitoplasma de neutrófilo.,Anticuerpos anticromatina.,Anticuerpos antifosfolipidos.,"Mu jer de 52 años con hipertensión arterial de difícil control que consu lta por la aparición de lesiones eritematosas en las me jillas, el tórax y los brazos, junto a poliartral gias, tras iniciar tratamiento con hidralazina. Los análisis de autoinmunidad básica detectan positividad de los anticuerpos antinucleares de 1:160 (N <1:80). Ante la sospecha de lupus inducido por fárma-cos, ¿cuál de los si guientes autoan ticuerpos debe investigarse?: 
1) Anticuerpos antihistona.
2) Anticuerpos anticitoplasma de neutrófilo.
3) Anticuerpos anticromatina.
4) Anticuerpos antifosfolipidos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'En la sospecha de lupus inducido por fármacos, es recomendable investigar los anticuerpos antifosfolípidos, ya que estos son un marcador clásico de lupus eritematoso sistémico y pueden estar presentes en pacientes con lupus inducido por fármacos.'}",4,1,False,"En la sospecha de lupus inducido por fármacos, es recomendable investigar los anticuerpos antifosfolípidos, ya que estos son un marcador clásico de lupus eritematoso sistémico y pueden estar presentes en pacientes con lupus inducido por fármacos.'}"
"En una paciente dia gnosticada recientemente de esclerodermia difusa, ¿cuáles son los controles que deben realizarse periódicamente durante los primeros meses de evolución?:",Ecocardiografía Doppler  y electrocardiograma,Índice de Rodnan (prueba del grosor de la piel) y capilaroscopia.,Función renal y presión arterial.,Pruebas funcionales respiratorias y TC de tó-rax.,"En una paciente dia gnosticada recientemente de esclerodermia difusa, ¿cuáles son los controles que deben realizarse periódicamente durante los primeros meses de evolución?: 
1) Ecocardiografía Doppler  y electrocardiograma
2) Índice de Rodnan (prueba del grosor de la piel) y capilaroscopia.
3) Función renal y presión arterial.
4) Pruebas funcionales respiratorias y TC de tó-rax.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'En la esclerodermia difusa, es fundamental evaluar periódicamente la función renal y controlar la presión arterial, ya que son complicaciones frecuentes de la enfermedad. Además, se puede realizar una prueba de índice de Rodnan para evaluar el grosor de la piel y una capilaroscopia para evaluar la microangiopatía en la enfermedad.'}",3,3,True,"En la esclerodermia difusa, es fundamental evaluar periódicamente la función renal y controlar la presión arterial, ya que son complicaciones frecuentes de la enfermedad. Además, se puede realizar una prueba de índice de Rodnan para evaluar el grosor de la piel y una capilaroscopia para evaluar la microangiopatía en la enfermedad.'}"
"Varón de 23 años, de raza caucásica y natural de Zaragoza, sin antecedentes patológicos ni fami-liares destacables. Desde los cinco años presenta episodios autolimitados de fiebre hasta 39 ºC, dolor abdominal difuso, mialgias generalizadas y lesiones eritematosas en la parte inferior de las piernas. A la edad de 10 años fue apendicectomi-zado, aunque en el apénd ice no se evidenciaron signos inflamatorios. Los episodios duran unos 2-3 días, mejoran con AINE y se repiten cada 1 o 2 meses. Durante los brotes febriles, en la explora-ción física destaca un dolor abdominal difuso con defensa a la palpación superficial y lesiones eri-sipeloides en la cara antero-lateral y distal de las piernas, y en los análisis una elevación de la pro-teína C reactiva de hasta 6 mg/dL (N <1 mg/dL), que se normalizan en periodos sin fiebre. ¿Cuál es el diagnóstico inic ial más probable?:",Síndrome de Muckle-Wells (síndrome periódi-co asociado a criopirina).,Fiebre mediterránea familiar.,Síndrome de Blau (granulomatosis artrocuta-neouveal).,Síndrome periódico asociado al receptor del factor de necrosis tumoral.,"Varón de 23 años, de raza caucásica y natural de Zaragoza, sin antecedentes patológicos ni fami-liares destacables. Desde los cinco años presenta episodios autolimitados de fiebre hasta 39 ºC, dolor abdominal difuso, mialgias generalizadas y lesiones eritematosas en la parte inferior de las piernas. A la edad de 10 años fue apendicectomi-zado, aunque en el apénd ice no se evidenciaron signos inflamatorios. Los episodios duran unos 2-3 días, mejoran con AINE y se repiten cada 1 o 2 meses. Durante los brotes febriles, en la explora-ción física destaca un dolor abdominal difuso con defensa a la palpación superficial y lesiones eri-sipeloides en la cara antero-lateral y distal de las piernas, y en los análisis una elevación de la pro-teína C reactiva de hasta 6 mg/dL (N <1 mg/dL), que se normalizan en periodos sin fiebre. ¿Cuál es el diagnóstico inic ial más probable?: 
1) Síndrome de Muckle-Wells (síndrome periódi-co asociado a criopirina).
2) Fiebre mediterránea familiar.
3) Síndrome de Blau (granulomatosis artrocuta-neouveal).
4) Síndrome periódico asociado al receptor del factor de necrosis tumoral. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': ""El diagnóstico más probable es Fiebre mediterránea familiar, dado que se trata de un varón de raza caucásica de Zaragoza con episodios recurrentes de fiebre, dolor abdominal, mialgias y lesiones eritematosas en las piernas desde los 5 años de edad, que se mejoran con AINE y se acompañan de un aumento en la proteína C reactiva durante los brotes febriles.""}",2,2,True,"El diagnóstico más probable es Fiebre mediterránea familiar, dado que se trata de un varón de raza caucásica de Zaragoza con episodios recurrentes de fiebre, dolor abdominal, mialgias y lesiones eritematosas en las piernas desde los 5 años de edad, que se mejoran con AINE y se acompañan de un aumento en la proteína C reactiva durante los brotes febriles.""}"
"Mu jer de 41 años con antecedentes de retraso del crecimiento durante la infancia sin alteración en los estadios del desarrollo. Refiere intolerancia al ejercicio desde la juventud que describe como falta de habilidad para los deportes. En los últi-mos 4 años refiere aumento del perímetro abdo-m i n a l ;  u n a  e c ografía evidenció hepatome galia leve, uniforme, sin datos eco gráficos de cirrosis. Tras una infección leve por COVID-19 hace 8 meses desarrolla inestabilidad y debilidad simé-trica generalizada y p r o gresiva que le impide realizar las actividades de la vida diaria, con episodios de sudoración. Exploración física: fuerza muscular globalmente disminuida de forma simétrica. Discreta  h e p a t o m e g a l i a  n o  d o -lorosa. Análisis: pH arterial 7,38, PaO2 99 mmH g, PaCO2 39 mmH g, glucemia 49 m g/dL, ASAT/ALAT 63/71 U/L, lactato 14 mg/dL (N: 5-20), amonio 25 µmol/L (N: 9-33), TSH: 4,6 mUI/L (N: 0,37-4,7), cre atincinasa 500 U/L (N: <300), cetonuria ++. Un ecocardiograma eviden-ció ligera hipertrofia y d i l a t a c i ó n  d e l  v e n t r í c u l o  izquierdo. ¿Cuál de los siguientes es el diagnósti-co más probable?:",Glucogenosis tipo III.,Síndrome post COVID-19.,Hipertiroidismo primario.,Alteración en la beta- oxidación de los ácidos grasos.,"Mu jer de 41 años con antecedentes de retraso del crecimiento durante la infancia sin alteración en los estadios del desarrollo. Refiere intolerancia al ejercicio desde la juventud que describe como falta de habilidad para los deportes. En los últi-mos 4 años refiere aumento del perímetro abdo-m i n a l ;  u n a  e c ografía evidenció hepatome galia leve, uniforme, sin datos eco gráficos de cirrosis. Tras una infección leve por COVID-19 hace 8 meses desarrolla inestabilidad y debilidad simé-trica generalizada y p r o gresiva que le impide realizar las actividades de la vida diaria, con episodios de sudoración. Exploración física: fuerza muscular globalmente disminuida de forma simétrica. Discreta  h e p a t o m e g a l i a  n o  d o -lorosa. Análisis: pH arterial 7,38, PaO2 99 mmH g, PaCO2 39 mmH g, glucemia 49 m g/dL, ASAT/ALAT 63/71 U/L, lactato 14 mg/dL (N: 5-20), amonio 25 µmol/L (N: 9-33), TSH: 4,6 mUI/L (N: 0,37-4,7), cre atincinasa 500 U/L (N: <300), cetonuria ++. Un ecocardiograma eviden-ció ligera hipertrofia y d i l a t a c i ó n  d e l  v e n t r í c u l o  izquierdo. ¿Cuál de los siguientes es el diagnósti-co más probable?: 
1) Glucogenosis tipo III.
2) Síndrome post COVID-19.
3) Hipertiroidismo primario.
4) Alteración en la beta- oxidación de los ácidos grasos. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'El paciente presenta una combinación de síntomas y hallazgos que sugieren una alteración en la beta-oxidación de los ácidos grasos, incluyendo intolerancia al ejercicio, debilidad simétrica y progresiva, disminución de la fuerza muscular, hipertrofia y dilatación del ventrículo izquierdo, elevación de la lactato, cetonuria y niveles elevados de creatincinasa. Estos hallazgos son típicos de una desorden de la beta-oxidación de los ácidos grasos.'}",4,1,False,"El paciente presenta una combinación de síntomas y hallazgos que sugieren una alteración en la beta-oxidación de los ácidos grasos, incluyendo intolerancia al ejercicio, debilidad simétrica y progresiva, disminución de la fuerza muscular, hipertrofia y dilatación del ventrículo izquierdo, elevación de la lactato, cetonuria y niveles elevados de creatincinasa. Estos hallazgos son típicos de una desorden de la beta-oxidación de los ácidos grasos.'}"
"Mujer de 42 años que desde hace 4 años, con el frío, presenta cambio de coloración de los dedos d e  l a s  m a n o s  c o n  i n t e n s a  p a l i d e z .  D e s d e  h a c e  unos meses precisa tratamiento con omeprazol por sensación de ardor retroesternal ocasional y en la exploración se observa dificultad para pin-zar la piel en el dorso de las manos. ¿Cuál de los siguientes autoanticuerpos consideramos esencial para su correcto seguimiento, por las consecuen-cias pronósticas que comportaría su positivi-dad?:",Anti-ADN,Anti-proteinasa 3.,Anti-membrana basal glomerular.,Anti-ARN polimerasa III.,"Mujer de 42 años que desde hace 4 años, con el frío, presenta cambio de coloración de los dedos d e  l a s  m a n o s  c o n  i n t e n s a  p a l i d e z .  D e s d e  h a c e  unos meses precisa tratamiento con omeprazol por sensación de ardor retroesternal ocasional y en la exploración se observa dificultad para pin-zar la piel en el dorso de las manos. ¿Cuál de los siguientes autoanticuerpos consideramos esencial para su correcto seguimiento, por las consecuen-cias pronósticas que comportaría su positivi-dad?: 
1) Anti-ADN
2) Anti-proteinasa 3.
3) Anti-membrana basal glomerular.
4) Anti-ARN polimerasa III. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'La presencia de anticuerpos anti-ARN polimerasa III sugiere una enfermedad autoimmune, como la esclerosis sistémica limitada, que tiene una relación directa con las manifestaciones clínicas y las complicaciones a largo plazo de la enfermedad.'}",4,4,True,"La presencia de anticuerpos anti-ARN polimerasa III sugiere una enfermedad autoimmune, como la esclerosis sistémica limitada, que tiene una relación directa con las manifestaciones clínicas y las complicaciones a largo plazo de la enfermedad.'}"
"En el momento del dia gnóstico de un síndrome de Sjögren, ¿qué factores se asocian a la posibili-dad de desarrollar un linfoma B?:",Fiebre y adenopatías.,Anticuerpos anti-La y anti-Ro.,Esplenomegalia y pancitopenia.,Hipocomplementemia y crioglobulinemia.,"En el momento del dia gnóstico de un síndrome de Sjögren, ¿qué factores se asocian a la posibili-dad de desarrollar un linfoma B?: 
1) Fiebre y adenopatías.
2) Anticuerpos anti-La y anti-Ro.
3) Esplenomegalia y pancitopenia.
4) Hipocomplementemia y crioglobulinemia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'El síndrome de Sjögren es una enfermedad autoinmunitaria que se caracteriza por la inflamación crónica de las glándulas exocrinas, como las salivales y las lacrimales, lo que resulta en sequedad de boca y ojos. La presencia de anticuerpos anti-La y anti-Ro se ha asociado con un mayor riesgo de desarrollar un linfoma B en pacientes con síndrome de Sjögren. La fiebre, las adenopatías, la esplenomegalia, la pancitopenia, la hipocomplementemia y la crioglobulinemia no están necesariamente relacionadas con un mayor riesgo de desarrollar linfoma en pacientes con síndrome de Sjögren.'}",2,4,False,"El síndrome de Sjögren es una enfermedad autoinmunitaria que se caracteriza por la inflamación crónica de las glándulas exocrinas, como las salivales y las lacrimales, lo que resulta en sequedad de boca y ojos. La presencia de anticuerpos anti-La y anti-Ro se ha asociado con un mayor riesgo de desarrollar un linfoma B en pacientes con síndrome de Sjögren. La fiebre, las adenopatías, la esplenomegalia, la pancitopenia, la hipocomplementemia y la crioglobulinemia no están necesariamente relacionadas con un mayor riesgo de desarrollar linfoma en pacientes con síndrome de Sjögren.'}"
"Varón de 45 años, no fumador y no consume alcohol, que consulta por disnea pro gresiva de dos meses de evolución. Exploración física: afe-bril, frecuencia respiratoria 19 rpm, frecuencia cardiaca 120 lpm, SatO2 93 %. Lesiones cutá-neas de aspecto ulceroso en palmas y d e d o s  d e  las manos; estertores crepitantes en ambas bases pulmonares; fuerza muscular normal. Análisis: CK 300 UI/L (N: <150) y aldolasa 12 UI/L (N: <6 ). Radiografía de tórax: patrón intersticial biba-sal. Una biopsia muscular evidenció necrosis de células musculares, atrofia perifascicular e infil-trados inflamatorios perivasculares. ¿Cuál de los siguientes es el diagnóstico más probable?:",Dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma ( transcription intermediary factor 1-gamma ).,Miopatía inflamatoria idiopática asociada al autoanticuerpo anti-FHL-1 ( Four and a hal f LIM domains 1 ).,Dermatomiositis asociada al autoanticuerpo anti-MDA-5 ( melanoma di ﬀerentiation-associated gen 5 ).,Miopatía miofibrilar asociada al anticuerpo anti-desmina.,"Varón de 45 años, no fumador y no consume alcohol, que consulta por disnea pro gresiva de dos meses de evolución. Exploración física: afe-bril, frecuencia respiratoria 19 rpm, frecuencia cardiaca 120 lpm, SatO2 93 %. Lesiones cutá-neas de aspecto ulceroso en palmas y d e d o s  d e  las manos; estertores crepitantes en ambas bases pulmonares; fuerza muscular normal. Análisis: CK 300 UI/L (N: <150) y aldolasa 12 UI/L (N: <6 ). Radiografía de tórax: patrón intersticial biba-sal. Una biopsia muscular evidenció necrosis de células musculares, atrofia perifascicular e infil-trados inflamatorios perivasculares. ¿Cuál de los siguientes es el diagnóstico más probable?: 
1) Dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma ( transcription intermediary factor 1-gamma ).
2) Miopatía inflamatoria idiopática asociada al autoanticuerpo anti-FHL-1 ( Four and a hal f LIM domains 1 ).
3) Dermatomiositis asociada al autoanticuerpo anti-MDA-5 ( melanoma di ﬀerentiation-associated gen 5 ).
4) Miopatía miofibrilar asociada al anticuerpo anti-desmina.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': ""La combinación de los síntomas y hallazgos, así como los resultados de la biopsia muscular sugieren que el diagnóstico más probable es la dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma.""}",1,3,False,"La combinación de los síntomas y hallazgos, así como los resultados de la biopsia muscular sugieren que el diagnóstico más probable es la dermatomiositis asociada al autoanticuerpo anti-TIF1-gamma.""}"
"Varón de 56 años, que acude para control de su diabetes mellitus tipo 2.  En tratamiento con met-formina 850 m g dos veces al día desde hace ocho semanas. Refiere encontra rse bien, sin poliuria ni polidipsia, con contr oles glucémicos entre 140-180 mg/dL. Su última HbA1c fue 7,7 %. Explo-ración física: tensión arterial 137/86 mmH g y pulso 74 lpm. El fondo de o jo revela retinopatía proliferativa leve. En el sedimento urinario se observa microalbuminuria de 180 mg/g creatini-na. ¿Cuál es el siguient e paso más adecuado?:",Estudio de orina de 24 horas para determina-ción de proteínas y creatinina.,Indicar una ecografía renal.,Iniciar tratamiento con antagonistas del calcio.,Iniciar tratamiento con IECAs.,"Varón de 56 años, que acude para control de su diabetes mellitus tipo 2.  En tratamiento con met-formina 850 m g dos veces al día desde hace ocho semanas. Refiere encontra rse bien, sin poliuria ni polidipsia, con contr oles glucémicos entre 140-180 mg/dL. Su última HbA1c fue 7,7 %. Explo-ración física: tensión arterial 137/86 mmH g y pulso 74 lpm. El fondo de o jo revela retinopatía proliferativa leve. En el sedimento urinario se observa microalbuminuria de 180 mg/g creatini-na. ¿Cuál es el siguient e paso más adecuado?: 
1) Estudio de orina de 24 horas para determina-ción de proteínas y creatinina.
2) Indicar una ecografía renal.
3) Iniciar tratamiento con antagonistas del calcio.
4) Iniciar tratamiento con IECAs.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': 'El estudio de orina de 24 horas permitirá conocer la cantidad exacta de proteínas excretadas en la orina y compararla con la cantidad de creatinina, lo que permitirá determinar la tasa de albuminuria. Esto es importante ya que la microalbuminuria es un indicador temprano de lesión renal en pacientes con diabetes y puede ser un indicador de futuro desarrollo de enfermedad renal.'}",1,4,False,"El estudio de orina de 24 horas permitirá conocer la cantidad exacta de proteínas excretadas en la orina y compararla con la cantidad de creatinina, lo que permitirá determinar la tasa de albuminuria. Esto es importante ya que la microalbuminuria es un indicador temprano de lesión renal en pacientes con diabetes y puede ser un indicador de futuro desarrollo de enfermedad renal.'}"
"Mujer de 65 años que consulta por hipercoleste-rolemia. Niega antecedentes personales o fami-liares de dislipemia. En la analítica destaca: colesterol total 500 m g/dL, colesterol LDL 350 mg/ d L ,  H D L  3 8  m g/dL y t r iglicéridos 206 mg/dL. Resto de análisis y hormonas tiroideas normales, salvo proteínas totales 5,9 g/dL (N: 6,4-8,3) y albúmina 3 g/dL (N: 3,5-5). Orina ele-mental con relación albúmina/creatinina de 2.000 m g/g y proteinuria +++. En el examen físico no hay xantomas ni arco corneal, sí discre-tos edemas maleolares. ¿Cuál de los siguientes es el diagnóstico más probable?:",Dislipemia secundaria a un síndrome nefrótico,Hipercolesterolemia familiar heterocigota.,Hipercolesterolemia familiar homocigota.,Hipercolesterolemia familiar recesiva por afec-tación del gen LDLRAP1.,"Mujer de 65 años que consulta por hipercoleste-rolemia. Niega antecedentes personales o fami-liares de dislipemia. En la analítica destaca: colesterol total 500 m g/dL, colesterol LDL 350 mg/ d L ,  H D L  3 8  m g/dL y t r iglicéridos 206 mg/dL. Resto de análisis y hormonas tiroideas normales, salvo proteínas totales 5,9 g/dL (N: 6,4-8,3) y albúmina 3 g/dL (N: 3,5-5). Orina ele-mental con relación albúmina/creatinina de 2.000 m g/g y proteinuria +++. En el examen físico no hay xantomas ni arco corneal, sí discre-tos edemas maleolares. ¿Cuál de los siguientes es el diagnóstico más probable?: 
1) Dislipemia secundaria a un síndrome nefrótico
2) Hipercolesterolemia familiar heterocigota.
3) Hipercolesterolemia familiar homocigota.
4) Hipercolesterolemia familiar recesiva por afec-tación del gen LDLRAP1. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': ""El diagnóstico más probable es Dislipemia secundaria a un síndrome nefrótico debido a la presencia de proteinuria +++ y una relación albúmina/creatinina elevada de 2.000 mg/g, lo que sugiere una perdida de proteínas en la orina consistente con un síndrome nefrótico.""}",1,1,True,"El diagnóstico más probable es Dislipemia secundaria a un síndrome nefrótico debido a la presencia de proteinuria +++ y una relación albúmina/creatinina elevada de 2.000 mg/g, lo que sugiere una perdida de proteínas en la orina consistente con un síndrome nefrótico.""}"
¿Qué tipo de deseos del paciente NO pueden atenderse en una planifi cación anticipada de decisiones (o planificación compartida de la atención)?:,Rechazo de intervencion es con riesgo vital.,Donación de órganos.,Rechazo de intervenciones sin riesgo vital.,"Instauración de intervenciones fútiles, sin indi-cación clínica.","¿Qué tipo de deseos del paciente NO pueden atenderse en una planifi cación anticipada de decisiones (o planificación compartida de la atención)?: 
1) Rechazo de intervencion es con riesgo vital.
2) Donación de órganos.
3) Rechazo de intervenciones sin riesgo vital.
4) Instauración de intervenciones fútiles, sin indi-cación clínica. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': ""El objetivo de la planificación anticipada de decisiones es asegurar que los deseos y valores del paciente sean respetados en su atención médica, siempre y cuando no vayan en contra de la ética médica y las leyes aplicables. Las intervenciones sin indicación clínica y consideradas futiles no cumplen con estos criterios y, por lo tanto, no pueden ser atendidas en una planificación anticipada de decisiones.""}",4,4,True,"El objetivo de la planificación anticipada de decisiones es asegurar que los deseos y valores del paciente sean respetados en su atención médica, siempre y cuando no vayan en contra de la ética médica y las leyes aplicables. Las intervenciones sin indicación clínica y consideradas futiles no cumplen con estos criterios y, por lo tanto, no pueden ser atendidas en una planificación anticipada de decisiones.""}"
"Mujer de 89 años, institucionalizada en residen-cia desde hace 5 años por demencia tipo Alzhei-mer de 8 años de evolución. Es dependiente para todas las actividades bá sicas de la vida diaria y presenta deterioro co gnitivo grave. No reconoce a sus familiares ni es capaz de emitir len guaje. Ingresa por un cuadro de infección respiratoria de mecanismo aspirativo. Tras completar un ciclo antibiótico evoluciona favorablemente pero al intentar reintroducir la in gesta oral persiste disfagia con riesgo alto de aspiración. El médico responsable propone a los hijos no iniciar estra-tegias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural, rea-lizando un tratamiento sintomático de eventuales complicaciones. ¿Qué concepto ético sub yace a esta decisión clínica?:",Rechazo al tratamiento.,Eutanasia activa.,Limitación de esfuerzo terapéutico.,Obstinación terapéutica.,"Mujer de 89 años, institucionalizada en residen-cia desde hace 5 años por demencia tipo Alzhei-mer de 8 años de evolución. Es dependiente para todas las actividades bá sicas de la vida diaria y presenta deterioro co gnitivo grave. No reconoce a sus familiares ni es capaz de emitir len guaje. Ingresa por un cuadro de infección respiratoria de mecanismo aspirativo. Tras completar un ciclo antibiótico evoluciona favorablemente pero al intentar reintroducir la in gesta oral persiste disfagia con riesgo alto de aspiración. El médico responsable propone a los hijos no iniciar estra-tegias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural, rea-lizando un tratamiento sintomático de eventuales complicaciones. ¿Qué concepto ético sub yace a esta decisión clínica?: 
1) Rechazo al tratamiento.
2) Eutanasia activa.
3) Limitación de esfuerzo terapéutico.
4) Obstinación terapéutica. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'La decisión de no iniciar estrategias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural y realizar un tratamiento sintomático de eventuales complicaciones, se conoce como limitación de esfuerzo terapéutico. Este concepto implica la decisión de no realizar tratamientos que son invasivos, costosos o de escasa eficacia, y se basa en la idea de no prolongar innecesariamente la vida de un paciente en un estado de deterioro irreparable.'}",3,3,True,"La decisión de no iniciar estrategias de alimentación enteral por sondas, sino dejar la enfermedad a su evolución natural y realizar un tratamiento sintomático de eventuales complicaciones, se conoce como limitación de esfuerzo terapéutico. Este concepto implica la decisión de no realizar tratamientos que son invasivos, costosos o de escasa eficacia, y se basa en la idea de no prolongar innecesariamente la vida de un paciente en un estado de deterioro irreparable.'}"
"Paciente de 48 años, dia gnosticado de esclerosis lateral amiotrófica hace 3 años. Precisa a yuda para todas las actividades básicas de la vida d i a r i a  y  s o n d a  p a r a  m a n t e n e r  s u  a l i m e n t a c i ó n .  En el último año, ha tenido varios ingresos por infecciones respiratorias. Actualmente in gresa por una nueva infección respiratoria con insufi-ciencia respiratoria glob al asociada. El pacienterequiere ventilación mecánica no invasiva como parte del tratamiento. Tras 5 días de ingreso, sin presentar me joría clínica, el paciente manifiesta que está viviendo un sufrimiento intolerable ,que no encuentra sentido a continuar viviendo en una situación así y solicita que se le retire la ventilación mecánica, aunque le provoque la muerte. Después de varias conversaciones, Vd. confirma con el paciente que este es su deseo y que su familia apo ya la decisión. Esta se trata de una decisión de:",Rechazo de tratamiento.,Limitación del esfuerzo terapéutico.,Obstinación terapéutica.,Eutanasia.,"Paciente de 48 años, dia gnosticado de esclerosis lateral amiotrófica hace 3 años. Precisa a yuda para todas las actividades básicas de la vida d i a r i a  y  s o n d a  p a r a  m a n t e n e r  s u  a l i m e n t a c i ó n .  En el último año, ha tenido varios ingresos por infecciones respiratorias. Actualmente in gresa por una nueva infección respiratoria con insufi-ciencia respiratoria glob al asociada. El pacienterequiere ventilación mecánica no invasiva como parte del tratamiento. Tras 5 días de ingreso, sin presentar me joría clínica, el paciente manifiesta que está viviendo un sufrimiento intolerable ,que no encuentra sentido a continuar viviendo en una situación así y solicita que se le retire la ventilación mecánica, aunque le provoque la muerte. Después de varias conversaciones, Vd. confirma con el paciente que este es su deseo y que su familia apo ya la decisión. Esta se trata de una decisión de: 
1) Rechazo de tratamiento.
2) Limitación del esfuerzo terapéutico.
3) Obstinación terapéutica.
4) Eutanasia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': ""La decisión del paciente se refiere a rechazar el tratamiento, específicamente la ventilación mecánica, porque el paciente encuentra insoportable su situación y considera que no tiene sentido continuar viviendo de esa manera. La decisión es coherente con su autonomía y capacidad de decisión.""}",1,1,True,"La decisión del paciente se refiere a rechazar el tratamiento, específicamente la ventilación mecánica, porque el paciente encuentra insoportable su situación y considera que no tiene sentido continuar viviendo de esa manera. La decisión es coherente con su autonomía y capacidad de decisión.""}"
Varón de 65 años traído al servicio de Ur gencias intubado y sedado por un politraumatismo tras un accidente de tráfico. Tras la valoración inicial se objetiva una laceración esplénica que requiereintervención quirúrgica urgente. ¿Cómo se debe-ría proceder con el proceso de consentimiento y la firma del formulario de consentimiento a la cirugía?:,No es posible realizar una intervención quirúr-gica urgente cuando sólo se obtiene un consen-timiento verbal de un representante del pacien-te.,Si no se pudiera contactar con ningún familiar o allegado del paciente no podría realizarse la intervención quirúrgica.,"El médico responsable debe intentar contactar con los familiares del paciente y, tras explicar la situación, obtener de ellos el consentimiento para realizar la intervención.",Sin un documento de consentimiento informa-do firmado por los familiares del paciente no es posible realizar la intervención.,"Varón de 65 años traído al servicio de Ur gencias intubado y sedado por un politraumatismo tras un accidente de tráfico. Tras la valoración inicial se objetiva una laceración esplénica que requiereintervención quirúrgica urgente. ¿Cómo se debe-ría proceder con el proceso de consentimiento y la firma del formulario de consentimiento a la cirugía?: 
1) No es posible realizar una intervención quirúr-gica urgente cuando sólo se obtiene un consen-timiento verbal de un representante del pacien-te.
2) Si no se pudiera contactar con ningún familiar o allegado del paciente no podría realizarse la intervención quirúrgica.
3) El médico responsable debe intentar contactar con los familiares del paciente y, tras explicar la situación, obtener de ellos el consentimiento para realizar la intervención.
4) Sin un documento de consentimiento informa-do firmado por los familiares del paciente no es posible realizar la intervención.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': ""Es importante obtener el consentimiento informado de los familiares o allegados del paciente, tras explicar la situación y las opciones terapéuticas. En caso de no poder contactarlos, se debería seguir la normativa establecida por la legislación sanitaria vigente y, si es necesario, recurrir a medidas legales.""}",3,3,True,"Es importante obtener el consentimiento informado de los familiares o allegados del paciente, tras explicar la situación y las opciones terapéuticas. En caso de no poder contactarlos, se debería seguir la normativa establecida por la legislación sanitaria vigente y, si es necesario, recurrir a medidas legales.""}"
